episode_path,run_name,modality,formula,setup,model,has_parse_error,failed_step,parse_error_message,finish_reached,forced_finish,final_equation
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abbrev_model_qwen35_4b-04_latest,text_only_beers_abbrev_model_qwen35_4b,Text-only,beers,abbrev,model_qwen35_4b,False,,,True,False,A = epsilon * c * l
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abbrev_model_gemma3_4b-08_latest,text_only_kinematics_abbrev_model_gemma3_4b,Text-only,kinematics,abbrev,model_gemma3_4b,False,,,True,False,x = x0 + v * t
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abbrev_model_qwen35_4b-00_latest,text_only_mass_abbrev_model_qwen35_4b,Text-only,mass,abbrev,model_qwen35_4b,False,,,True,False,m = rho * V
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abstract_model_llama31_8b-02_latest,text_only_distance_abstract_model_llama31_8b,Text-only,distance,abstract,model_llama31_8b,False,,,True,False,Y = 2B + 5C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_concrete_model_mistral_7b-02_latest,text_only_kinematics_concrete_model_mistral_7b,Text-only,kinematics,concrete,model_mistral_7b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abbrev_model_qwen35_4b-05_latest,text_only_ohm_abbrev_model_qwen35_4b,Text-only,ohm,abbrev,model_qwen35_4b,False,,,True,False,V = I * R
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_concrete_model_gemma3_4b-04_latest,text_only_mass_concrete_model_gemma3_4b,Text-only,mass,concrete,model_gemma3_4b,False,,,True,False,mass = density * volume
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abbrev_model_llama31_8b-08_latest,text_only_mass_abbrev_model_llama31_8b,Text-only,mass,abbrev,model_llama31_8b,False,,,True,False,m = rho^1 / V^1
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abstract_model_qwen35_4b-04_latest,text_only_ohm_abstract_model_qwen35_4b,Text-only,ohm,abstract,model_qwen35_4b,False,,,True,False,Y = A * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abbrev_model_qwen25_7b-01_latest,text_only_kinematics_abbrev_model_qwen25_7b,Text-only,kinematics,abbrev,model_qwen25_7b,False,,,True,False,x = x0 + v*t
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_concrete_model_qwen35_4b-07_latest,text_only_resistors_concrete_model_qwen35_4b,Text-only,resistors,concrete,model_qwen35_4b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abbrev_model_qwen35_9b-03_latest,text_only_ohm_abbrev_model_qwen35_9b,Text-only,ohm,abbrev,model_qwen35_9b,False,,,True,False,V = I * R
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abbrev_model_qwen25_3b-08_latest,text_only_mass_abbrev_model_qwen25_3b,Text-only,mass,abbrev,model_qwen25_3b,False,,,True,False,m = 2ρV
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abbrev_model_llama31_8b-06_latest,text_only_mass_abbrev_model_llama31_8b,Text-only,mass,abbrev,model_llama31_8b,False,,,True,False,m = rho*V
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abstract_model_qwen25_3b-03_latest,text_only_kinematics_abstract_model_qwen25_3b,Text-only,kinematics,abstract,model_qwen25_3b,False,,,True,False,Y = 2 * B + 8 * A
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abstract_model_qwen35_9b-03_latest,text_only_mass_abstract_model_qwen35_9b,Text-only,mass,abstract,model_qwen35_9b,False,,,True,False,Y = A * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_concrete_model_gemma3_4b-03_latest,text_only_distance_concrete_model_gemma3_4b,Text-only,distance,concrete,model_gemma3_4b,False,,,True,False,total_distance = distance_1 + distance_2 + distance_3
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abbrev_model_qwen35_4b-09_latest,text_only_kinematics_abbrev_model_qwen35_4b,Text-only,kinematics,abbrev,model_qwen35_4b,False,,,True,False,x = x0 + v * t
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_concrete_model_gemma3_4b-08_latest,text_only_resistors_concrete_model_gemma3_4b,Text-only,resistors,concrete,model_gemma3_4b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_concrete_model_llama31_8b-03_latest,text_only_kinematics_concrete_model_llama31_8b,Text-only,kinematics,concrete,model_llama31_8b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abbrev_model_gemma3_4b-00_latest,text_only_resistors_abbrev_model_gemma3_4b,Text-only,resistors,abbrev,model_gemma3_4b,False,,,True,False,Rt = R1 + R2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abstract_model_mistral_7b-07_latest,text_only_kinematics_abstract_model_mistral_7b,Text-only,kinematics,abstract,model_mistral_7b,True,7,"[json_decode] model output is not valid JSON (error: Expecting ',' delimiter at pos 264): '{\\n  ""reasoning"": ""Y has remained constant while B was increased, indicating a potential relationship betwee",True,True,Y = B + 2*C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abbrev_model_gemma3_4b-05_latest,text_only_beers_abbrev_model_gemma3_4b,Text-only,beers,abbrev,model_gemma3_4b,False,,,True,False,A = epsilon * c * l
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abstract_model_qwen25_3b-00_latest,text_only_mass_abstract_model_qwen25_3b,Text-only,mass,abstract,model_qwen25_3b,False,,,True,False,Y = A + B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_concrete_model_qwen25_7b-04_latest,text_only_kinematics_concrete_model_qwen25_7b,Text-only,kinematics,concrete,model_qwen25_7b,False,,,True,False,initial_position + velocity * time
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abbrev_model_qwen25_3b-00_latest,text_only_kinematics_abbrev_model_qwen25_3b,Text-only,kinematics,abbrev,model_qwen25_3b,False,,,True,False,x = x0 + vt
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_concrete_model_qwen25_7b-08_latest,text_only_kinematics_concrete_model_qwen25_7b,Text-only,kinematics,concrete,model_qwen25_7b,False,,,True,False,initial_position + velocity * time
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abstract_model_qwen35_4b-08_latest,text_only_kinematics_abstract_model_qwen35_4b,Text-only,kinematics,abstract,model_qwen35_4b,True,2,"[json_decode] model output is not valid JSON (error: Unterminated string starting at at pos 17): '{\\n  ""reasoning"": ""Based on the history, Step 0 established Y = A * C when B was 5 (10*2=20). Step 1 ",True,True,Y = A * C + B * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_concrete_model_llama31_8b-07_latest,text_only_kinematics_concrete_model_llama31_8b,Text-only,kinematics,concrete,model_llama31_8b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abstract_model_qwen35_9b-06_latest,text_only_mass_abstract_model_qwen35_9b,Text-only,mass,abstract,model_qwen35_9b,False,,,True,False,Y = A * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abstract_model_mistral_7b-02_latest,text_only_beers_abstract_model_mistral_7b,Text-only,beers,abstract,model_mistral_7b,True,4,"[json_decode] model output is not valid JSON (error: Expecting ',' delimiter at pos 171): '{\\n  ""reasoning"": ""Y returned to its initial value when C decreased, confirming that Y = C + B."",\\n  ""step_",True,True,Y = C + B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_concrete_model_qwen25_3b-07_latest,text_only_kinematics_concrete_model_qwen25_3b,Text-only,kinematics,concrete,model_qwen25_3b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abstract_model_mistral_7b-02_latest,text_only_resistors_abstract_model_mistral_7b,Text-only,resistors,abstract,model_mistral_7b,True,20,"[json_decode] model output is not valid JSON (error: Expecting ',' delimiter at pos 219): '{\\n  ""reasoning"": ""Y is a linear function of B, with a direct proportionality. We have enough evidence to co",True,True,Y = A * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abbrev_model_qwen35_4b-03_latest,text_only_mass_abbrev_model_qwen35_4b,Text-only,mass,abbrev,model_qwen35_4b,False,,,True,False,m = rho * V
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_concrete_model_llama31_8b-08_latest,text_only_beers_concrete_model_llama31_8b,Text-only,beers,concrete,model_llama31_8b,False,,,True,False,A = molar_absorptivity * concentration * path_length
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abstract_model_qwen35_9b-06_latest,text_only_beers_abstract_model_qwen35_9b,Text-only,beers,abstract,model_qwen35_9b,False,,,True,False,Y = A * B * C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abstract_model_qwen25_7b-08_latest,text_only_resistors_abstract_model_qwen25_7b,Text-only,resistors,abstract,model_qwen25_7b,False,,,True,False,Y = B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abstract_model_llama31_8b-07_latest,text_only_beers_abstract_model_llama31_8b,Text-only,beers,abstract,model_llama31_8b,False,,,True,False,Y = AB^2 + C*A
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_abstract_model_llama31_8b-03_latest,text_only_mass_abstract_model_llama31_8b,Text-only,mass,abstract,model_llama31_8b,False,,,True,False,Y = A * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abstract_model_qwen35_9b-04_latest,text_only_beers_abstract_model_qwen35_9b,Text-only,beers,abstract,model_qwen35_9b,False,,,True,False,Y = A * B * C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_concrete_model_mistral_7b-07_latest,text_only_ohm_concrete_model_mistral_7b,Text-only,ohm,concrete,model_mistral_7b,False,,,True,False,V = I * R
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_concrete_model_qwen35_9b-06_latest,text_only_beers_concrete_model_qwen35_9b,Text-only,beers,concrete,model_qwen35_9b,False,,,True,False,absorbance = molar_absorptivity * concentration * path_length
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_concrete_model_mistral_7b-07_latest,text_only_distance_concrete_model_mistral_7b,Text-only,distance,concrete,model_mistral_7b,False,,,True,False,total_distance = distance_2
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abstract_model_qwen25_7b-05_latest,text_only_ohm_abstract_model_qwen25_7b,Text-only,ohm,abstract,model_qwen25_7b,False,,,True,False,Y = 5A + 5B - 20
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abstract_model_qwen35_4b-05_latest,text_only_distance_abstract_model_qwen35_4b,Text-only,distance,abstract,model_qwen35_4b,False,,,True,False,Y = A + B + C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abstract_model_llama31_8b-08_latest,text_only_resistors_abstract_model_llama31_8b,Text-only,resistors,abstract,model_llama31_8b,False,,,True,False,Y = A
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_ohm_abstract_model_qwen35_9b-08_latest,text_only_ohm_abstract_model_qwen35_9b,Text-only,ohm,abstract,model_qwen35_9b,False,,,True,False,Y = A * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abstract_model_gemma3_4b-08_latest,text_only_beers_abstract_model_gemma3_4b,Text-only,beers,abstract,model_gemma3_4b,False,,,True,False,Y = A * B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_concrete_model_gemma3_4b-02_latest,text_only_kinematics_concrete_model_gemma3_4b,Text-only,kinematics,concrete,model_gemma3_4b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abbrev_model_qwen35_4b-05_latest,text_only_kinematics_abbrev_model_qwen35_4b,Text-only,kinematics,abbrev,model_qwen35_4b,False,,,True,False,x = x0 + v * t
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_mass_concrete_model_qwen25_7b-07_latest,text_only_mass_concrete_model_qwen25_7b,Text-only,mass,concrete,model_qwen25_7b,False,,,True,False,mass = density * volume
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abstract_model_llama31_8b-07_latest,text_only_resistors_abstract_model_llama31_8b,Text-only,resistors,abstract,model_llama31_8b,False,,,True,False,Y = AB
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_kinematics_abstract_model_qwen25_7b-05_latest,text_only_kinematics_abstract_model_qwen25_7b,Text-only,kinematics,abstract,model_qwen25_7b,False,,,True,False,A + B - C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_resistors_abstract_model_qwen35_9b-05_latest,text_only_resistors_abstract_model_qwen35_9b,Text-only,resistors,abstract,model_qwen35_9b,False,,,True,False,Y = A + B
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_distance_abstract_model_qwen35_9b-03_latest,text_only_distance_abstract_model_qwen35_9b,Text-only,distance,abstract,model_qwen35_9b,False,,,True,False,Y = A + B + C
wandb_downloads_text_only/scientific-exploration-increase-text-only/artifacts/episode-text_only_beers_abstract_model_qwen25_3b-00_latest,text_only_beers_abstract_model_qwen25_3b,Text-only,beers,abstract,model_qwen25_3b,False,,,True,False,Y = 12.0
